timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1605619661149,61,Get Books CSV,200,OK,Stress Test 3-7,text,true,,741,213,3,5,https://webapp-api-appservice.azurewebsites.net/api/Books/7,61,0,0
1605619661157,61,Get Cover Photos By ID,200,OK,Stress Test 3-5,text,true,,356,219,2,4,https://webapp-api-appservice.azurewebsites.net/api/CoverPhotos/1,61,0,0
1605619661167,52,Add New Book,200,OK,Endruance Test 2-9,text,true,,382,380,2,4,https://webapp-api-appservice.azurewebsites.net/api/Books,52,0,0
1605619661163,57,Get Books CSV,200,OK,Stress Test 3-10,text,true,,744,214,2,4,https://webapp-api-appservice.azurewebsites.net/api/Books/10,57,0,0
1605619661200,55,Get Cover Photos By ID,200,OK,Endruance Test 2-4,text,true,,356,219,2,3,https://webapp-api-appservice.azurewebsites.net/api/CoverPhotos/4,55,0,0
1605619661219,53,Add Users from CSV,200,OK,Stress Test 3-5,text,true,,305,294,1,3,https://webapp-api-appservice.azurewebsites.net/api/Users,53,0,0
1605619661256,55,Add Users,200,OK,Endruance Test 2-4,text,true,,305,294,2,3,https://webapp-api-appservice.azurewebsites.net/api/Users,55,0,0
1605619661219,105,Get Cover Photos,200,OK,Endruance Test 2-9,text,true,,20739,217,1,2,https://webapp-api-appservice.azurewebsites.net/api/CoverPhotos,56,0,0
1605619661273,62,Get Books CSV,200,OK,Stress Test 3-5,text,true,,741,213,1,2,https://webapp-api-appservice.azurewebsites.net/api/Books/5,62,0,0
1605619661324,57,Add CoverPhoto,200,OK,Endruance Test 2-9,text,true,,321,317,1,1,https://webapp-api-appservice.azurewebsites.net/api/CoverPhotos,57,0,0
1605619661382,67,Get Book of specific ID,200,OK,Endruance Test 2-9,text,true,,740,213,1,1,https://webapp-api-appservice.azurewebsites.net/api/Books/4,67,0,0
1605619661449,55,Get Cover Photos By ID,200,OK,Endruance Test 2-9,text,true,,356,219,1,1,https://webapp-api-appservice.azurewebsites.net/api/CoverPhotos/1,55,0,0
1605619661505,54,Add Users,200,OK,Endruance Test 2-9,text,true,,305,294,1,1,https://webapp-api-appservice.azurewebsites.net/api/Users,54,0,0
